"","year","pair","location","site","month","week","date","richness","avg_rich","sd","se","X.x","grass_comp1","grass_comp500","crop_comp1","crop_comp500","dominance_1","dominance_500","X.y","weight"
"21",2022,"Pair A","CRP","NE01",5,21,"5/24/2022",5,4.38461538461539,0.496138938356834,0.221880078490092,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"22",2022,"Pair A","CRP","NE01",5,21,"5/25/2022",4,4.38461538461539,0.496138938356834,0.248069469178417,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"23",2022,"Pair A","CRP","NE01",5,21,"5/26/2022",4,4.38461538461539,0.496138938356834,0.248069469178417,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"24",2022,"Pair A","CRP","NE01",5,21,"5/27/2022",4,4.38461538461539,0.496138938356834,0.248069469178417,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"25",2022,"Pair A","CRP","NE01",5,21,"5/28/2022",5,4.38461538461539,0.496138938356834,0.221880078490092,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",2,0.857142857142857
"26",2022,"Pair A","CRP","NE01",5,22,"5/30/2022",5,5,0,0,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",3,0.142857142857143
"27",2022,"Pair A","CRP","NE01",6,25,"6/22/2022",5,4.55555555555556,0.52704627669473,0.235702260395516,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",4,0.285714285714286
"28",2022,"Pair A","CRP","NE01",6,25,"6/26/2022",4,4.55555555555556,0.52704627669473,0.263523138347365,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",4,0.285714285714286
"29",2022,"Pair A","CRP","NE01",6,26,"6/27/2022",5,5,0,0,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",5,0.142857142857143
"30",2022,"Pair A","CRP","NE01",7,27,"7/4/2022",4,4,0,0,1,44.2406876790831,61.9266055045872,52.865329512894,33.0275229357798,"Cropland dominated","Grassland dominanted",6,0.142857142857143
"31",2022,"Pair B","CORN","NE04",3,11,"3/18/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",8,0.285714285714286
"32",2022,"Pair B","CORN","NE04",3,11,"3/19/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",8,0.285714285714286
"33",2022,"Pair B","CORN","NE04",3,12,"3/24/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",9,0.571428571428571
"34",2022,"Pair B","CORN","NE04",3,12,"3/25/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",9,0.571428571428571
"35",2022,"Pair B","CORN","NE04",3,12,"3/26/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",9,0.571428571428571
"36",2022,"Pair B","CORN","NE04",3,12,"3/27/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",9,0.571428571428571
"37",2022,"Pair B","CORN","NE04",3,13,"3/28/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",10,0.714285714285714
"38",2022,"Pair B","CORN","NE04",3,13,"3/31/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",10,0.714285714285714
"39",2022,"Pair B","CORN","NE04",4,13,"4/1/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",10,0.714285714285714
"40",2022,"Pair B","CORN","NE04",4,13,"4/2/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",10,0.714285714285714
"41",2022,"Pair B","CORN","NE04",4,13,"4/3/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",10,0.714285714285714
"42",2022,"Pair B","CORN","NE04",4,14,"4/4/2022",2,1.88888888888889,0.333333333333333,0.235702260395516,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",11,0.714285714285714
"43",2022,"Pair B","CORN","NE04",4,14,"4/5/2022",2,1.88888888888889,0.333333333333333,0.235702260395516,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",11,0.714285714285714
"44",2022,"Pair B","CORN","NE04",4,14,"4/6/2022",1,1.88888888888889,0.333333333333333,0.333333333333333,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",11,0.714285714285714
"45",2022,"Pair B","CORN","NE04",4,14,"4/8/2022",2,1.88888888888889,0.333333333333333,0.235702260395516,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",11,0.714285714285714
"46",2022,"Pair B","CORN","NE04",4,14,"4/9/2022",2,1.88888888888889,0.333333333333333,0.235702260395516,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",11,0.714285714285714
"47",2022,"Pair B","CORN","NE04",4,15,"4/11/2022",2,2.42857142857143,0.513552591013095,0.363136519601281,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",12,0.857142857142857
"48",2022,"Pair B","CORN","NE04",4,15,"4/13/2022",2,2.42857142857143,0.513552591013095,0.363136519601281,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",12,0.857142857142857
"49",2022,"Pair B","CORN","NE04",4,15,"4/14/2022",2,2.42857142857143,0.513552591013095,0.363136519601281,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",12,0.857142857142857
"50",2022,"Pair B","CORN","NE04",4,15,"4/15/2022",3,2.42857142857143,0.513552591013095,0.29649972666444,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",12,0.857142857142857
"51",2022,"Pair B","CORN","NE04",4,15,"4/16/2022",2,2.42857142857143,0.513552591013095,0.363136519601281,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",12,0.857142857142857
"52",2022,"Pair B","CORN","NE04",4,15,"4/17/2022",3,2.42857142857143,0.513552591013095,0.29649972666444,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",12,0.857142857142857
"53",2022,"Pair B","CORN","NE04",4,16,"4/18/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",13,0.714285714285714
"54",2022,"Pair B","CORN","NE04",4,16,"4/19/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",13,0.714285714285714
"55",2022,"Pair B","CORN","NE04",4,16,"4/20/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",13,0.714285714285714
"56",2022,"Pair B","CORN","NE04",4,16,"4/21/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",13,0.714285714285714
"57",2022,"Pair B","CORN","NE04",4,16,"4/24/2022",2,2,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",13,0.714285714285714
"58",2022,"Pair B","CORN","NE04",4,17,"4/25/2022",2,2.84615384615385,0.898717034272917,0.635488909302243,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",14,0.857142857142857
"59",2022,"Pair B","CORN","NE04",4,17,"4/26/2022",2,2.84615384615385,0.898717034272917,0.635488909302243,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",14,0.857142857142857
"60",2022,"Pair B","CORN","NE04",4,17,"4/27/2022",4,2.84615384615385,0.898717034272917,0.449358517136459,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",14,0.857142857142857
"61",2022,"Pair B","CORN","NE04",4,17,"4/28/2022",2,2.84615384615385,0.898717034272917,0.635488909302243,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",14,0.857142857142857
"62",2022,"Pair B","CORN","NE04",4,17,"4/29/2022",3,2.84615384615385,0.898717034272917,0.518874521662771,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",14,0.857142857142857
"63",2022,"Pair B","CORN","NE04",5,17,"5/1/2022",3,3,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",14,0.857142857142857
"64",2022,"Pair B","CORN","NE04",5,18,"5/3/2022",3,4.08333333333333,0.583592075121765,0.336937041668483,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",15,0.857142857142857
"65",2022,"Pair B","CORN","NE04",5,18,"5/4/2022",4,4.08333333333333,0.583592075121765,0.291796037560882,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",15,0.857142857142857
"66",2022,"Pair B","CORN","NE04",5,18,"5/5/2022",4,4.08333333333333,0.583592075121765,0.291796037560882,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",15,0.857142857142857
"67",2022,"Pair B","CORN","NE04",5,18,"5/6/2022",4,4.08333333333333,0.583592075121765,0.291796037560882,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",15,0.857142857142857
"68",2022,"Pair B","CORN","NE04",5,18,"5/7/2022",5,4.08333333333333,0.583592075121765,0.260990310220486,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",15,0.857142857142857
"69",2022,"Pair B","CORN","NE04",5,18,"5/8/2022",4,4.08333333333333,0.583592075121765,0.291796037560882,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",15,0.857142857142857
"70",2022,"Pair B","CORN","NE04",5,19,"5/10/2022",3,3.57142857142857,0.50709255283711,0.29277002188456,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",16,0.857142857142857
"71",2022,"Pair B","CORN","NE04",5,19,"5/12/2022",4,3.57142857142857,0.50709255283711,0.253546276418555,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",16,0.857142857142857
"72",2022,"Pair B","CORN","NE04",5,19,"5/13/2022",3,3.57142857142857,0.50709255283711,0.29277002188456,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",16,0.857142857142857
"73",2022,"Pair B","CORN","NE04",5,19,"5/14/2022",4,3.57142857142857,0.50709255283711,0.253546276418555,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",16,0.857142857142857
"74",2022,"Pair B","CORN","NE04",5,19,"5/15/2022",4,3.57142857142857,0.50709255283711,0.253546276418555,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",16,0.857142857142857
"75",2022,"Pair B","CORN","NE04",5,19,"5/9/2022",3,3.57142857142857,0.50709255283711,0.29277002188456,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",16,0.857142857142857
"76",2022,"Pair B","CORN","NE04",5,20,"5/16/2022",4,3.8695652173913,0.344350221575091,0.172175110787545,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",17,0.857142857142857
"77",2022,"Pair B","CORN","NE04",5,20,"5/17/2022",4,3.8695652173913,0.344350221575091,0.172175110787545,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",17,0.857142857142857
"78",2022,"Pair B","CORN","NE04",5,20,"5/18/2022",3,3.8695652173913,0.344350221575091,0.198810693121886,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",17,0.857142857142857
"79",2022,"Pair B","CORN","NE04",5,20,"5/20/2022",4,3.8695652173913,0.344350221575091,0.172175110787545,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",17,0.857142857142857
"80",2022,"Pair B","CORN","NE04",5,20,"5/21/2022",4,3.8695652173913,0.344350221575091,0.172175110787545,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",17,0.857142857142857
"81",2022,"Pair B","CORN","NE04",5,20,"5/22/2022",4,3.8695652173913,0.344350221575091,0.172175110787545,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",17,0.857142857142857
"82",2022,"Pair B","CORN","NE04",5,21,"5/23/2022",4,3.58823529411765,0.712287119900726,0.356143559950363,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",18,0.714285714285714
"83",2022,"Pair B","CORN","NE04",5,21,"5/24/2022",2,3.58823529411765,0.712287119900726,0.503663052633638,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",18,0.714285714285714
"84",2022,"Pair B","CORN","NE04",5,21,"5/25/2022",4,3.58823529411765,0.712287119900726,0.356143559950363,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",18,0.714285714285714
"85",2022,"Pair B","CORN","NE04",5,21,"5/26/2022",3,3.58823529411765,0.712287119900726,0.411239160414987,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",18,0.714285714285714
"86",2022,"Pair B","CORN","NE04",5,21,"5/27/2022",4,3.58823529411765,0.712287119900726,0.356143559950363,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",18,0.714285714285714
"87",2022,"Pair B","CORN","NE04",6,22,"6/1/2022",4,4,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",19,0.714285714285714
"88",2022,"Pair B","CORN","NE04",6,22,"6/2/2022",4,4,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",19,0.714285714285714
"89",2022,"Pair B","CORN","NE04",6,22,"6/3/2022",4,4,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",19,0.714285714285714
"90",2022,"Pair B","CORN","NE04",6,22,"6/4/2022",4,4,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",19,0.714285714285714
"91",2022,"Pair B","CORN","NE04",6,22,"6/5/2022",4,4,0,0,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",19,0.714285714285714
"92",2022,"Pair B","CORN","NE04",6,23,"6/10/2022",3,3.84615384615385,0.731699812344253,0.422447083622953,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",20,1
"93",2022,"Pair B","CORN","NE04",6,23,"6/11/2022",4,3.84615384615385,0.731699812344253,0.365849906172127,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",20,1
"94",2022,"Pair B","CORN","NE04",6,23,"6/12/2022",3,3.84615384615385,0.731699812344253,0.422447083622953,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",20,1
"95",2022,"Pair B","CORN","NE04",6,23,"6/6/2022",5,3.84615384615385,0.731699812344253,0.327226103905118,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",20,1
"96",2022,"Pair B","CORN","NE04",6,23,"6/7/2022",3,3.84615384615385,0.731699812344253,0.422447083622953,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",20,1
"97",2022,"Pair B","CORN","NE04",6,23,"6/8/2022",4,3.84615384615385,0.731699812344253,0.365849906172127,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",20,1
"98",2022,"Pair B","CORN","NE04",6,23,"6/9/2022",4,3.84615384615385,0.731699812344253,0.365849906172127,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",20,1
"99",2022,"Pair B","CORN","NE04",6,24,"6/13/2022",4,3.92307692307692,0.796144555872961,0.39807227793648,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",21,1
"100",2022,"Pair B","CORN","NE04",6,24,"6/14/2022",2,3.92307692307692,0.796144555872961,0.562959214262523,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",21,1
"101",2022,"Pair B","CORN","NE04",6,24,"6/15/2022",5,3.92307692307692,0.796144555872961,0.356046669369664,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",21,1
"102",2022,"Pair B","CORN","NE04",6,24,"6/16/2022",4,3.92307692307692,0.796144555872961,0.39807227793648,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",21,1
"103",2022,"Pair B","CORN","NE04",6,24,"6/17/2022",4,3.92307692307692,0.796144555872961,0.39807227793648,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",21,1
"104",2022,"Pair B","CORN","NE04",6,24,"6/18/2022",3,3.92307692307692,0.796144555872961,0.459654273647109,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",21,1
"105",2022,"Pair B","CORN","NE04",6,24,"6/19/2022",4,3.92307692307692,0.796144555872961,0.39807227793648,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",21,1
"106",2022,"Pair B","CORN","NE04",6,25,"6/20/2022",3,3.57142857142857,0.50709255283711,0.29277002188456,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",22,0.857142857142857
"107",2022,"Pair B","CORN","NE04",6,25,"6/21/2022",3,3.57142857142857,0.50709255283711,0.29277002188456,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",22,0.857142857142857
"108",2022,"Pair B","CORN","NE04",6,25,"6/22/2022",4,3.57142857142857,0.50709255283711,0.253546276418555,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",22,0.857142857142857
"109",2022,"Pair B","CORN","NE04",6,25,"6/23/2022",4,3.57142857142857,0.50709255283711,0.253546276418555,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",22,0.857142857142857
"110",2022,"Pair B","CORN","NE04",6,25,"6/25/2022",3,3.57142857142857,0.50709255283711,0.29277002188456,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",22,0.857142857142857
"111",2022,"Pair B","CORN","NE04",6,25,"6/26/2022",4,3.57142857142857,0.50709255283711,0.253546276418555,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",22,0.857142857142857
"112",2022,"Pair B","CORN","NE04",6,26,"6/27/2022",3,4.125,0.718795288428261,0.414996653266291,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",23,1
"113",2022,"Pair B","CORN","NE04",6,26,"6/28/2022",4,4.125,0.718795288428261,0.35939764421413,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",23,1
"114",2022,"Pair B","CORN","NE04",6,26,"6/29/2022",4,4.125,0.718795288428261,0.35939764421413,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",23,1
"115",2022,"Pair B","CORN","NE04",6,26,"6/30/2022",5,4.125,0.718795288428261,0.321455025366432,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",23,1
"116",2022,"Pair B","CORN","NE04",7,26,"7/1/2022",3,3.4,0.516397779494322,0.298142396999972,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",23,1
"117",2022,"Pair B","CORN","NE04",7,26,"7/2/2022",4,3.4,0.516397779494322,0.258198889747161,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",23,1
"118",2022,"Pair B","CORN","NE04",7,26,"7/3/2022",3,3.4,0.516397779494322,0.298142396999972,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",23,1
"119",2022,"Pair B","CORN","NE04",7,27,"7/4/2022",5,4.54545454545455,0.738548945875996,0.330289129537908,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",24,0.714285714285714
"120",2022,"Pair B","CORN","NE04",7,27,"7/6/2022",4,4.54545454545455,0.738548945875996,0.369274472937998,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",24,0.714285714285714
"121",2022,"Pair B","CORN","NE04",7,27,"7/7/2022",5,4.54545454545455,0.738548945875996,0.330289129537908,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",24,0.714285714285714
"122",2022,"Pair B","CORN","NE04",7,27,"7/8/2022",3,4.54545454545455,0.738548945875996,0.426401432711221,4,58.4002293577982,28.8837744533947,38.4461009174312,66.283084004603,"Grassland dominanted","Cropland dominated",24,0.714285714285714
